subset,file,split,label,n_cycles,n_cycles_after,repro_denom,repro_both,branch_repo,label_gt_ncycles,cycle_number_at_label,soh_at_label_repo,soh_before_repo,max_soh_after_repo,n_above_after_repo,first_crossing_repo,last_crossing_repo,soh_at_label_dis1,soh_before_dis1,max_soh_after_dis1,n_above_after_dis1,first_crossing_dis1,last_crossing_dis1,soh_at_label,soh_before,max_soh_after,n_above_after,last_crossing,first_crossing
SNL,SNL_18650_NCA_25C_20-80_0.5-0.5C_a.pkl,,711,1123,412,repo,False,first_cross,False,711.0,0.8,0.80052,0.84219,81.0,711.0,1019.0,0.76115,0.76165,0.80129,1.0,632.0,837.0,0.8,0.80052,0.84219,81.0,1019.0,711.0
SNL,SNL_18650_NCA_25C_20-80_0.5-0.5C_c.pkl,train,792,1251,459,repo,False,first_cross,False,792.0,0.79167,0.8099,0.88073,182.0,792.0,1037.0,0.75434,0.77171,0.83921,68.0,709.0,1003.0,0.79167,0.8099,0.88073,182.0,1037.0,792.0
SNL,SNL_18650_NCA_25C_20-80_0.5-0.5C_b.pkl,,976,1250,274,repo,False,first_cross,False,976.0,0.8,0.80052,0.86198,133.0,976.0,1169.0,0.7574,0.75789,0.81607,19.0,767.0,1022.0,0.8,0.80052,0.86198,133.0,1169.0,976.0
SNL,SNL_18650_NCA_25C_20-80_0.5-0.5C_d.pkl,val,840,1509,669,repo,False,first_cross,False,840.0,0.77812,0.81927,0.85156,36.0,840.0,927.0,0.75493,0.79485,0.82617,36.0,818.0,927.0,0.77812,0.81927,0.85156,36.0,927.0,840.0
SNL,SNL_18650_LFP_25C_0-100_0.5-3C_c.pkl,train,2325,3555,1230,repo,False,first_cross,False,2325.0,0.8,0.80091,0.80091,1.0,2325.0,2327.0,0.84697,0.84793,0.84793,587.0,2903.0,3055.0,0.8,0.80091,0.80091,1.0,2327.0,2325.0
SNL,SNL_18650_LFP_25C_0-100_0.5-3C_b.pkl,test,2902,4062,1160,repo,False,first_cross,False,2902.0,0.8,0.80091,0.83909,17.0,2902.0,3560.0,0.83969,0.84065,0.88073,679.0,3487.0,3641.0,0.8,0.80091,0.83909,17.0,3560.0,2902.0
SNL,SNL_18650_LFP_25C_0-100_0.5-3C_d.pkl,train,3139,4062,923,repo,False,first_cross,False,3139.0,0.8,0.80091,0.82909,8.0,3139.0,3560.0,0.82863,0.82957,0.85876,423.0,3488.0,3627.0,0.8,0.80091,0.82909,8.0,3560.0,3139.0
SNL,SNL_18650_LFP_35C_0-100_0.5-2C_b.pkl,train,2651,3598,947,repo,False,first_cross,False,2651.0,0.79545,0.81091,0.81818,162.0,2651.0,3089.0,0.84216,0.85852,0.86622,857.0,3501.0,3506.0,0.79545,0.81091,0.81818,162.0,3089.0,2651.0
SNL,SNL_18650_LFP_25C_0-100_0.5-3C_a.pkl,train,3197,4569,1372,repo,False,first_cross,False,3197.0,0.8,0.80091,0.82091,8.0,3197.0,3560.0,0.84942,0.85039,0.87162,858.0,4025.0,4090.0,0.8,0.80091,0.82091,8.0,3560.0,3197.0
SNL,SNL_18650_LFP_35C_0-100_0.5-1C_b.pkl,train,3162,3342,180,repo,False,first_cross,False,3162.0,0.79545,0.80273,0.80273,38.0,3162.0,3201.0,0.83652,0.84417,0.84417,180.0,,,0.79545,0.80273,0.80273,38.0,3201.0,3162.0
SNL,SNL_18650_LFP_35C_0-100_0.5-1C_c.pkl,test,3308,3342,34,repo,False,regress,False,3308.0,0.81364,0.81364,0.81818,34.0,,,0.84674,0.84674,0.85147,34.0,,,0.81364,0.81364,0.81818,34.0,,
SNL,SNL_18650_LFP_35C_0-100_0.5-2C_a.pkl,test,3842,3856,14,repo,False,regress,False,3842.0,0.80182,0.80182,0.81091,14.0,3824.0,3824.0,0.82895,0.82895,0.83835,14.0,,,0.80182,0.80182,0.81091,14.0,3824.0,3824.0
SNL,SNL_18650_LFP_35C_0-100_0.5-1C_d.pkl,train,3768,3798,30,repo,False,regress,False,3768.0,0.81,0.81,0.81364,30.0,,,0.84136,0.84136,0.84514,30.0,,,0.81,0.81,0.81364,30.0,,
MICH_EXP,MICH_09H_pouch_NMC_45C_0-100_2-2C.pkl,test,99,175,76,repo,False,first_cross,False,99.0,0.7992,0.801,0.7974,0.0,99.0,99.0,0.83094,0.83281,0.82907,18.0,118.0,118.0,0.7992,0.801,0.7974,0.0,99.0,99.0
MICH_EXP,MICH_06H_pouch_NMC_45C_0-100_1.5-1.5C.pkl,val,131,177,46,repo,False,first_cross,False,131.0,0.7998,0.8012,0.7984,0.0,131.0,131.0,0.83469,0.83615,0.83323,27.0,159.0,159.0,0.7998,0.8012,0.7984,0.0,131.0,131.0
MICH_EXP,MICH_07R_pouch_NMC_25C_0-100_2-2C.pkl,val,112,245,133,repo,False,first_cross,False,112.0,0.7984,0.8002,0.7968,0.0,112.0,112.0,0.86839,0.87035,0.86665,39.0,152.0,152.0,0.7984,0.8002,0.7968,0.0,112.0,112.0
MICH_EXP,MICH_04R_pouch_NMC_25C_0-100_1.5-1.5C.pkl,train,174,327,153,repo,False,first_cross,False,174.0,0.7992,0.8008,0.7978,0.0,174.0,174.0,0.86325,0.86498,0.86174,51.0,226.0,226.0,0.7992,0.8008,0.7978,0.0,174.0,174.0
MICH_EXP,MICH_12H_pouch_NMC_45C_0-100_0.2-1.5C.pkl,train,115,182,67,repo,False,first_cross,False,115.0,0.7982,0.8008,0.7956,0.0,115.0,115.0,0.81917,0.82184,0.8165,14.0,130.0,130.0,0.7982,0.8008,0.7956,0.0,115.0,115.0
MICH_EXP,MICH_08C_pouch_NMC_-5C_0-100_2-2C.pkl,train,1,573,572,repo,False,first_cross,False,1.0,0.6904,,0.6904,0.0,1.0,1.0,1.0,,1.0,209.0,211.0,211.0,0.6904,,0.6904,0.0,1.0,1.0
MICH_EXP,MICH_03H_pouch_NMC_45C_0-100_0.2-0.2C.pkl,train,107,103,0,repo,False,regress,True,,,,,,,,,,,,,,,,,,,
MICH_EXP,MICH_05C_pouch_NMC_-5C_0-100_1.5-1.5C.pkl,val,1,573,572,repo,False,first_cross,False,1.0,0.7346,,0.7336,0.0,1.0,1.0,1.0,,0.99864,287.0,289.0,289.0,0.7346,,0.7336,0.0,1.0,1.0
MICH_EXP,MICH_10R_pouch_NMC_25C_0-100_0.2-1.5C.pkl,train,268,439,171,repo,False,first_cross,False,268.0,0.7992,0.8002,0.7984,0.0,268.0,268.0,0.88978,0.89089,0.88889,135.0,404.0,404.0,0.7992,0.8002,0.7984,0.0,268.0,268.0
MICH_EXP,MICH_11C_pouch_NMC_-5C_0-100_0.2-1.5C.pkl,train,1,540,539,repo,False,first_cross,False,1.0,0.7278,,0.7268,0.0,1.0,1.0,1.0,,0.99863,324.0,326.0,326.0,0.7278,,0.7268,0.0,1.0,1.0
MICH_EXP,MICH_02C_pouch_NMC_-5C_0-100_0.2-0.2C.pkl,train,204,293,89,repo,False,first_cross,False,204.0,0.8,0.8008,0.8,0.0,204.0,204.0,0.92786,0.92879,0.92786,89.0,,,0.8,0.8008,0.8,0.0,204.0,204.0
MICH_EXP,MICH_01R_pouch_NMC_25C_0-100_0.2-0.2C.pkl,test,269,379,110,repo,False,first_cross,False,269.0,0.7998,0.8008,0.7994,0.0,269.0,269.0,0.82064,0.82167,0.82023,27.0,297.0,297.0,0.7998,0.8008,0.7994,0.0,269.0,269.0
MICH,MICH_MCForm35_pouch_NMC_45C_0-100_1-1C_e.pkl,train,351,446,95,repo,False,first_cross,False,351.0,0.79915,0.80424,0.79407,0.0,351.0,351.0,0.80255,0.80766,0.79745,0.0,352.0,352.0,0.79915,0.80424,0.79407,0.0,351.0,351.0
MICH,MICH_BLForm11_pouch_NMC_25C_0-100_1-1C_a.pkl,val,314,426,112,repo,False,first_cross,False,314.0,0.79703,0.80085,0.79407,0.0,314.0,314.0,0.8473,0.85135,0.84414,20.0,331.0,349.0,0.79703,0.80085,0.79407,0.0,314.0,314.0
MICH,MICH_BLForm6_pouch_NMC_45C_0-100_1-1C_f.pkl,test,345,454,109,repo,False,first_cross,False,345.0,0.79873,0.80085,0.79407,0.0,345.0,345.0,0.80384,0.80597,0.79915,0.0,346.0,346.0,0.79873,0.80085,0.79407,0.0,345.0,345.0
MICH,MICH_BLForm10_pouch_NMC_25C_0-100_1-1C_j.pkl,train,323,459,136,repo,False,first_cross,False,323.0,0.79788,0.80127,0.79449,0.0,323.0,323.0,0.80128,0.80468,0.79787,0.0,324.0,324.0,0.79788,0.80127,0.79449,0.0,323.0,323.0
MICH,MICH_BLForm7_pouch_NMC_45C_0-100_1-1C_g.pkl,test,321,457,136,repo,True,first_cross,False,321.0,0.79873,0.80169,0.79534,0.0,321.0,321.0,0.79873,0.80169,0.79534,0.0,321.0,321.0,0.79873,0.80169,0.79534,0.0,321.0,321.0
MICH,MICH_BLForm2_pouch_NMC_45C_0-100_1-1C_b.pkl,train,299,464,165,repo,True,first_cross,False,299.0,0.79746,0.80085,0.79449,0.0,299.0,299.0,0.79813,0.80153,0.79517,0.0,299.0,299.0,0.79746,0.80085,0.79449,0.0,299.0,299.0
MICH,MICH_BLForm16_pouch_NMC_25C_0-100_1-1C_f.pkl,train,304,442,138,repo,False,first_cross,False,304.0,0.79915,0.80127,0.79703,0.0,304.0,304.0,0.85572,0.85799,0.85345,25.0,330.0,330.0,0.79915,0.80127,0.79703,0.0,304.0,304.0
MICH,MICH_BLForm19_pouch_NMC_25C_0-100_1-1C_i.pkl,val,293,442,149,repo,False,first_cross,False,293.0,0.79831,0.80339,0.79492,0.0,293.0,293.0,0.85403,0.85947,0.85041,19.0,313.0,313.0,0.79831,0.80339,0.79492,0.0,293.0,293.0
MICH,MICH_BLForm12_pouch_NMC_25C_0-100_1-1C_b.pkl,val,289,433,144,repo,False,first_cross,False,289.0,0.79915,0.80254,0.79534,0.0,289.0,289.0,0.85533,0.85896,0.85125,20.0,310.0,310.0,0.79915,0.80254,0.79534,0.0,289.0,289.0
MICH,MICH_BLForm15_pouch_NMC_25C_0-100_1-1C_e.pkl,train,294,442,148,repo,False,first_cross,False,294.0,0.79873,0.80169,0.79661,0.0,294.0,294.0,0.85025,0.85341,0.84799,17.0,312.0,312.0,0.79873,0.80169,0.79661,0.0,294.0,294.0
MICH,MICH_BLForm13_pouch_NMC_25C_0-100_1-1C_c.pkl,val,283,438,155,repo,False,first_cross,False,283.0,0.79831,0.80042,0.79534,0.0,283.0,283.0,0.84865,0.8509,0.8455,17.0,301.0,301.0,0.79831,0.80042,0.79534,0.0,283.0,283.0
MICH,MICH_BLForm17_pouch_NMC_25C_0-100_1-1C_g.pkl,train,267,442,175,repo,False,first_cross,False,267.0,0.79831,0.80212,0.79449,0.0,267.0,267.0,0.8521,0.85617,0.84803,16.0,284.0,284.0,0.79831,0.80212,0.79449,0.0,267.0,267.0
MICH,MICH_BLForm18_pouch_NMC_25C_0-100_1-1C_h.pkl,train,273,439,166,repo,False,first_cross,False,273.0,0.79873,0.80169,0.79576,0.0,273.0,273.0,0.8541,0.85727,0.85093,18.0,292.0,292.0,0.79873,0.80169,0.79576,0.0,273.0,273.0
MICH,MICH_BLForm8_pouch_NMC_45C_0-100_1-1C_h.pkl,train,325,492,167,repo,True,first_cross,False,325.0,0.79915,0.80254,0.79534,0.0,325.0,325.0,0.79746,0.80085,0.79366,0.0,325.0,325.0,0.79915,0.80254,0.79534,0.0,325.0,325.0
MICH,MICH_BLForm20_pouch_NMC_25C_0-100_1-1C_j.pkl,test,272,442,170,repo,False,first_cross,False,272.0,0.79703,0.80042,0.79661,0.0,272.0,272.0,0.84501,0.84861,0.84456,13.0,286.0,286.0,0.79703,0.80042,0.79661,0.0,272.0,272.0
MICH,MICH_BLForm5_pouch_NMC_45C_0-100_1-1C_e.pkl,train,319,492,173,repo,False,first_cross,False,319.0,0.79746,0.80127,0.79407,0.0,319.0,319.0,0.79577,0.79958,0.79239,0.0,318.0,318.0,0.79746,0.80127,0.79407,0.0,319.0,319.0
MICH,MICH_BLForm1_pouch_NMC_45C_0-100_1-1C_a.pkl,train,313,492,179,repo,True,first_cross,False,313.0,0.79746,0.80127,0.79449,0.0,313.0,313.0,0.79712,0.80093,0.79416,0.0,313.0,313.0,0.79746,0.80127,0.79449,0.0,313.0,313.0
MICH,MICH_BLForm4_pouch_NMC_45C_0-100_1-1C_d.pkl,val,298,492,194,repo,False,first_cross,False,298.0,0.79873,0.80297,0.79492,0.0,298.0,298.0,0.80556,0.80983,0.80171,1.0,300.0,300.0,0.79873,0.80297,0.79492,0.0,298.0,298.0
MICH,MICH_MCForm21_pouch_NMC_25C_0-100_1-1C_a.pkl,test,362,477,115,repo,False,first_cross,False,362.0,0.79873,0.80297,0.79364,0.0,362.0,362.0,0.84681,0.8513,0.84142,23.0,381.0,399.0,0.79873,0.80297,0.79364,0.0,362.0,362.0
MICH,MICH_MCForm32_pouch_NMC_45C_0-100_1-1C_b.pkl,train,379,492,113,repo,False,first_cross,False,379.0,0.79958,0.80085,0.79873,0.0,379.0,379.0,0.80332,0.8046,0.80247,3.0,383.0,383.0,0.79958,0.80085,0.79873,0.0,379.0,379.0
MICH,MICH_MCForm33_pouch_NMC_45C_0-100_1-1C_c.pkl,test,387,502,115,repo,False,first_cross,False,387.0,0.79873,0.80042,0.79619,0.0,387.0,387.0,0.80281,0.80451,0.80026,1.0,389.0,389.0,0.79873,0.80042,0.79619,0.0,387.0,387.0
MICH,MICH_BLForm3_pouch_NMC_45C_0-100_1-1C_c.pkl,val,373,513,140,repo,False,first_cross,False,373.0,0.79915,0.80042,0.79788,0.0,373.0,373.0,0.80017,0.80144,0.7989,0.0,374.0,374.0,0.79915,0.80042,0.79788,0.0,373.0,373.0
MICH,MICH_MCForm24_pouch_NMC_25C_0-100_1-1C_d.pkl,val,329,477,148,repo,False,first_cross,False,329.0,0.8,0.80085,0.81949,4.0,329.0,349.0,0.85391,0.85482,0.87472,31.0,361.0,361.0,0.8,0.80085,0.81949,4.0,349.0,329.0
MICH,MICH_BLForm14_pouch_NMC_25C_0-100_1-1C_d.pkl,train,325,477,152,repo,False,first_cross,False,325.0,0.8,0.80339,0.81356,2.0,325.0,347.0,0.85314,0.85676,0.8676,32.0,358.0,358.0,0.8,0.80339,0.81356,2.0,347.0,325.0
MICH,MICH_MCForm31_pouch_NMC_45C_0-100_1-1C_a.pkl,train,365,512,147,repo,False,first_cross,False,365.0,0.79788,0.80085,0.79534,0.0,365.0,365.0,0.80299,0.80597,0.80043,1.0,367.0,367.0,0.79788,0.80085,0.79534,0.0,365.0,365.0
MICH,MICH_MCForm38_pouch_NMC_45C_0-100_1-1C_h.pkl,train,363,502,139,repo,False,first_cross,False,363.0,0.79831,0.80085,0.79576,0.0,363.0,363.0,0.80068,0.80323,0.79813,0.0,364.0,364.0,0.79831,0.80085,0.79576,0.0,363.0,363.0
MICH,MICH_MCForm22_pouch_NMC_25C_0-100_1-1C_b.pkl,train,302,491,189,repo,False,first_cross,False,302.0,0.79915,0.80254,0.80169,2.0,302.0,305.0,0.84802,0.85162,0.85072,20.0,322.0,346.0,0.79915,0.80254,0.80169,2.0,305.0,302.0
MICH,MICH_BLForm9_pouch_NMC_45C_0-100_1-1C_i.pkl,val,191,574,383,repo,False,first_cross,False,191.0,0.79873,0.80212,0.79576,0.0,191.0,191.0,0.86349,0.86716,0.86028,16.0,208.0,208.0,0.79873,0.80212,0.79576,0.0,191.0,191.0
MICH,MICH_MCForm37_pouch_NMC_45C_0-100_1-1C_g.pkl,train,404,541,137,repo,False,first_cross,False,404.0,0.8,0.80169,0.79831,0.0,404.0,404.0,0.80443,0.80614,0.80273,2.0,407.0,407.0,0.8,0.80169,0.79831,0.0,404.0,404.0
MICH,MICH_MCForm39_pouch_NMC_45C_0-100_1-1C_i.pkl,train,395,541,146,repo,False,first_cross,False,395.0,0.79831,0.80042,0.79619,0.0,395.0,395.0,0.80034,0.80246,0.79822,0.0,396.0,396.0,0.79831,0.80042,0.79619,0.0,395.0,395.0
MICH,MICH_MCForm36_pouch_NMC_45C_0-100_1-1C_f.pkl,train,379,541,162,repo,False,first_cross,False,379.0,0.8,0.80212,0.79831,0.0,379.0,379.0,0.80512,0.80725,0.80341,2.0,382.0,382.0,0.8,0.80212,0.79831,0.0,379.0,379.0
MICH,MICH_MCForm40_pouch_NMC_45C_0-100_1-1C_j.pkl,test,392,540,148,repo,False,first_cross,False,392.0,0.79958,0.80127,0.79703,0.0,392.0,392.0,0.80366,0.80537,0.80111,1.0,394.0,394.0,0.79958,0.80127,0.79703,0.0,392.0,392.0
MICH,MICH_MCForm34_pouch_NMC_45C_0-100_1-1C_d.pkl,test,457,581,124,repo,False,first_cross,False,457.0,0.8,0.80212,0.79746,0.0,457.0,457.0,0.80238,0.8045,0.79983,0.0,458.0,458.0,0.8,0.80212,0.79746,0.0,457.0,457.0
MICH,MICH_MCForm23_pouch_NMC_25C_0-100_1-1C_c.pkl,train,390,540,150,repo,False,first_cross,False,390.0,0.79746,0.80212,0.83051,6.0,390.0,400.0,0.84851,0.85347,0.88368,25.0,416.0,416.0,0.79746,0.80212,0.83051,6.0,400.0,390.0
MICH,MICH_MCForm30_pouch_NMC_25C_0-100_1-1C_j.pkl,train,375,540,165,repo,False,first_cross,False,375.0,0.79661,0.80042,0.80763,2.0,375.0,396.0,0.85261,0.85669,0.8644,33.0,409.0,409.0,0.79661,0.80042,0.80763,2.0,396.0,375.0
MICH,MICH_MCForm27_pouch_NMC_25C_0-100_1-1C_g.pkl,train,376,540,164,repo,False,first_cross,False,376.0,0.8,0.80169,0.81314,4.0,376.0,397.0,0.85314,0.85495,0.86715,33.0,410.0,410.0,0.8,0.80169,0.81314,4.0,397.0,376.0
MICH,MICH_MCForm29_pouch_NMC_25C_0-100_1-1C_i.pkl,train,355,553,198,repo,False,first_cross,False,355.0,0.79958,0.80297,0.79661,0.0,355.0,355.0,0.85773,0.86136,0.85455,28.0,380.0,398.0,0.79958,0.80297,0.79661,0.0,355.0,355.0
MICH,MICH_MCForm25_pouch_NMC_25C_0-100_1-1C_e.pkl,train,407,589,182,repo,False,first_cross,False,407.0,0.79788,0.80042,0.79492,0.0,407.0,407.0,0.85165,0.85436,0.84848,28.0,431.0,448.0,0.79788,0.80042,0.79492,0.0,407.0,407.0
MICH,MICH_MCForm26_pouch_NMC_25C_0-100_1-1C_f.pkl,train,413,589,176,repo,False,first_cross,False,413.0,0.79788,0.80042,0.79534,0.0,413.0,413.0,0.85011,0.85282,0.8474,32.0,438.0,451.0,0.79788,0.80042,0.79534,0.0,413.0,413.0
MICH,MICH_MCForm28_pouch_NMC_25C_0-100_1-1C_h.pkl,test,380,589,209,repo,False,first_cross,False,380.0,0.79746,0.80127,0.81822,4.0,380.0,398.0,0.85313,0.85721,0.87534,35.0,415.0,444.0,0.79746,0.80127,0.81822,4.0,398.0,380.0
RWTH,RWTH_030.pkl,train,678,1488,810,repo,False,first_cross,False,682.0,0.79878,0.80274,0.79998,0.0,678.0,678.0,0.82698,0.83109,0.82823,120.0,799.0,799.0,0.79878,0.80274,0.79998,0.0,678.0,678.0
RWTH,RWTH_045.pkl,train,636,1896,1260,repo,False,first_cross,False,640.0,0.79796,0.80123,0.80107,1.0,636.0,638.0,0.819,0.82234,0.82219,110.0,730.0,773.0,0.79796,0.80123,0.80107,1.0,638.0,636.0
RWTH,RWTH_042.pkl,train,599,1896,1297,repo,False,first_cross,False,602.0,0.79953,0.80124,0.8126,18.0,599.0,622.0,0.82763,0.82941,0.84116,139.0,729.0,770.0,0.79953,0.80124,0.8126,18.0,622.0,599.0
RWTH,RWTH_043.pkl,test,658,1895,1237,repo,False,first_cross,False,662.0,0.79914,0.80192,0.80042,2.0,658.0,664.0,0.82509,0.82796,0.82642,130.0,784.0,790.0,0.79914,0.80192,0.80042,2.0,664.0,658.0
RWTH,RWTH_044.pkl,train,651,1894,1243,repo,False,first_cross,False,655.0,0.79956,0.8001,0.79613,0.0,651.0,651.0,0.82288,0.82343,0.81935,129.0,781.0,781.0,0.79956,0.8001,0.79613,0.0,651.0,651.0
RWTH,RWTH_041.pkl,train,596,1944,1348,repo,False,first_cross,False,600.0,0.79934,0.80037,0.81498,23.0,596.0,660.0,0.82088,0.82194,0.83693,123.0,717.0,723.0,0.79934,0.80037,0.81498,23.0,660.0,596.0
RWTH,RWTH_040.pkl,train,533,1944,1411,repo,False,first_cross,False,537.0,0.79974,0.80083,0.80291,4.0,533.0,645.0,0.8304,0.83153,0.83369,165.0,698.0,700.0,0.79974,0.80083,0.80291,4.0,645.0,533.0
RWTH,RWTH_039.pkl,train,538,1948,1410,repo,False,first_cross,False,542.0,0.79923,0.80049,0.80612,7.0,538.0,649.0,0.82317,0.82447,0.83028,156.0,695.0,695.0,0.79923,0.80049,0.80612,7.0,649.0,538.0
RWTH,RWTH_038.pkl,test,510,1964,1454,repo,False,first_cross,False,514.0,0.79923,0.80089,0.80183,1.0,510.0,642.0,0.82931,0.83104,0.83202,188.0,694.0,701.0,0.79923,0.80089,0.80183,1.0,642.0,510.0
RWTH,RWTH_026.pkl,train,575,2007,1432,repo,False,first_cross,False,579.0,0.79807,0.8002,0.79991,0.0,575.0,575.0,0.82659,0.8288,0.82849,74.0,642.0,719.0,0.79807,0.8002,0.79991,0.0,575.0,575.0
RWTH,RWTH_028.pkl,train,607,2010,1403,repo,False,first_cross,False,611.0,0.79933,0.80015,0.80085,3.0,607.0,615.0,0.83574,0.8366,0.83732,160.0,768.0,768.0,0.79933,0.80015,0.80085,3.0,615.0,607.0
RWTH,RWTH_027.pkl,val,581,2012,1431,repo,False,first_cross,False,585.0,0.79969,0.80232,0.8019,2.0,581.0,584.0,0.83552,0.83827,0.83784,151.0,717.0,734.0,0.79969,0.80232,0.8019,2.0,584.0,581.0
RWTH,RWTH_029.pkl,val,643,2011,1368,repo,False,first_cross,False,647.0,0.79982,0.80077,0.80086,5.0,643.0,719.0,0.83014,0.83112,0.83122,135.0,769.0,798.0,0.79982,0.80077,0.80086,5.0,719.0,643.0
RWTH,RWTH_046.pkl,train,576,2136,1560,repo,False,first_cross,False,579.0,0.79972,0.80416,0.81407,54.0,576.0,670.0,0.82968,0.83428,0.84456,108.0,685.0,685.0,0.79972,0.80416,0.81407,54.0,670.0,576.0
RWTH,RWTH_034.pkl,train,663,2126,1463,repo,False,first_cross,False,668.0,0.78768,0.81403,0.79649,0.0,663.0,663.0,0.82337,0.85091,0.83258,119.0,766.0,838.0,0.78768,0.81403,0.79649,0.0,663.0,663.0
RWTH,RWTH_049.pkl,val,670,2135,1465,repo,False,first_cross,False,675.0,0.79708,0.81876,0.80677,6.0,670.0,677.0,0.82102,0.84335,0.831,80.0,747.0,832.0,0.79708,0.81876,0.80677,6.0,677.0,670.0
RWTH,RWTH_048.pkl,train,623,2136,1513,repo,False,first_cross,False,626.0,0.79839,0.80037,0.81914,33.0,623.0,670.0,0.82866,0.83071,0.85019,83.0,707.0,707.0,0.79839,0.80037,0.81914,33.0,670.0,623.0
RWTH,RWTH_036.pkl,train,710,2149,1439,repo,False,first_cross,False,715.0,0.79541,0.80944,0.80545,11.0,710.0,722.0,0.82756,0.84216,0.83801,183.0,894.0,894.0,0.79541,0.80944,0.80545,11.0,722.0,710.0
RWTH,RWTH_037.pkl,train,677,2168,1491,repo,False,first_cross,False,681.0,0.79987,0.80171,0.80023,1.0,677.0,696.0,0.82641,0.82832,0.82679,73.0,749.0,752.0,0.79987,0.80171,0.80023,1.0,696.0,677.0
RWTH,RWTH_047.pkl,train,629,2151,1522,repo,False,first_cross,False,632.0,0.79999,0.80099,0.81931,36.0,629.0,669.0,0.82849,0.82953,0.8485,73.0,703.0,703.0,0.79999,0.80099,0.81931,36.0,669.0,629.0
RWTH,RWTH_035.pkl,test,669,2153,1484,repo,False,first_cross,False,674.0,0.79167,0.8121,0.80064,1.0,669.0,671.0,0.82264,0.84387,0.83196,114.0,764.0,847.0,0.79167,0.8121,0.80064,1.0,671.0,669.0
RWTH,RWTH_018.pkl,train,678,2244,1566,repo,False,first_cross,False,682.0,0.79994,0.80004,0.8006,1.0,678.0,689.0,0.83337,0.83347,0.83406,117.0,796.0,796.0,0.79994,0.80004,0.8006,1.0,689.0,678.0
RWTH,RWTH_033.pkl,train,732,2259,1527,repo,False,first_cross,False,736.0,0.79972,0.80036,0.80426,3.0,732.0,800.0,0.82605,0.82671,0.83074,67.0,800.0,800.0,0.79972,0.80036,0.80426,3.0,800.0,732.0
RWTH,RWTH_020.pkl,test,695,2237,1542,repo,False,first_cross,False,699.0,0.79923,0.8004,0.80037,1.0,695.0,697.0,0.83171,0.83293,0.83289,100.0,796.0,796.0,0.79923,0.8004,0.80037,1.0,697.0,695.0
RWTH,RWTH_031.pkl,train,714,2264,1550,repo,False,first_cross,False,718.0,0.79993,0.8005,0.80438,7.0,714.0,800.0,0.82929,0.82989,0.83391,103.0,817.0,819.0,0.79993,0.8005,0.80438,7.0,800.0,714.0
RWTH,RWTH_017.pkl,test,627,2279,1652,repo,False,first_cross,False,630.0,0.79989,0.80015,0.81409,30.0,627.0,664.0,0.82513,0.8254,0.83977,169.0,766.0,822.0,0.79989,0.80015,0.81409,30.0,664.0,627.0
RWTH,RWTH_021.pkl,train,614,2283,1669,repo,False,first_cross,False,617.0,0.79997,0.80057,0.81355,22.0,614.0,659.0,0.82743,0.82805,0.84148,172.0,764.0,813.0,0.79997,0.80057,0.81355,22.0,659.0,614.0
RWTH,RWTH_022.pkl,train,616,2283,1667,repo,False,first_cross,False,619.0,0.79954,0.80114,0.81363,25.0,616.0,658.0,0.82741,0.82906,0.84199,187.0,776.0,821.0,0.79954,0.80114,0.81363,25.0,658.0,616.0
RWTH,RWTH_032.pkl,val,667,2283,1616,repo,False,first_cross,False,671.0,0.7995,0.80131,0.80064,2.0,667.0,670.0,0.82742,0.8293,0.82861,116.0,780.0,800.0,0.7995,0.80131,0.80064,2.0,670.0,667.0
RWTH,RWTH_016.pkl,train,740,2286,1546,repo,False,first_cross,False,744.0,0.79942,0.80024,0.80924,21.0,740.0,817.0,0.82679,0.82764,0.83694,93.0,833.0,835.0,0.79942,0.80024,0.80924,21.0,817.0,740.0
RWTH,RWTH_015.pkl,test,759,2287,1528,repo,False,first_cross,False,763.0,0.79978,0.80137,0.80966,27.0,759.0,820.0,0.82502,0.82667,0.83521,71.0,827.0,832.0,0.79978,0.80137,0.80966,27.0,820.0,759.0
RWTH,RWTH_014.pkl,val,579,2309,1730,repo,False,first_cross,False,582.0,0.79926,0.80382,0.80948,20.0,579.0,651.0,0.83222,0.83697,0.84286,246.0,793.0,828.0,0.79926,0.80382,0.80948,20.0,651.0,579.0
RWTH,RWTH_019.pkl,train,585,2287,1702,repo,False,first_cross,False,588.0,0.7991,0.8002,0.80684,12.0,585.0,649.0,0.82582,0.82696,0.83382,157.0,728.0,809.0,0.7991,0.8002,0.80684,12.0,649.0,585.0
RWTH,RWTH_023.pkl,test,722,2322,1600,repo,False,first_cross,False,726.0,0.79956,0.80336,0.811,45.0,722.0,821.0,0.83139,0.83533,0.84328,183.0,901.0,908.0,0.79956,0.80336,0.811,45.0,821.0,722.0
RWTH,RWTH_024.pkl,val,761,2321,1560,repo,False,first_cross,False,765.0,0.79896,0.80104,0.80127,11.0,761.0,802.0,0.83507,0.83724,0.83749,176.0,929.0,953.0,0.79896,0.80104,0.80127,11.0,802.0,761.0
RWTH,RWTH_005.pkl,test,740,2396,1656,repo,False,first_cross,False,744.0,0.7997,0.80067,0.80355,10.0,740.0,804.0,0.82873,0.82973,0.83271,193.0,934.0,934.0,0.7997,0.80067,0.80355,10.0,804.0,740.0
