subset,file,cell_id,n_cycles,nominal_capacity_in_Ah,soc_lo,soc_hi,min_voltage_limit_in_V,max_voltage_limit_in_V,disc_sign,sign_votes_neg,sign_votes_pos,has_time,cycle_keys,top_keys,error
MATR,MATR_b3c10.pkl,MATR_b3c10,1076,1.1,0,1,2.0,3.5,-1,11620,22,1,Qdlin|charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
HUST,HUST_9-1.pkl,HUST_9-1,2057,1.1,0,1,2.0,3.6,-1,10309,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
HUST,HUST_9-3.pkl,HUST_9-3,1905,1.1,0,1,2.0,3.6,-1,11642,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
ISU_ILCC,ISU-ILCC_G19C2.pkl,ISU-ILCC_G19C2,844,0.25,0.24225444444444444,1,3.0,4.2,-1,34422,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
MICH_EXP,MICH_13R_pouch_NMC_25C_50-100_0.2-0.2C.pkl,MICH_13R_pouch_NMC_25C_50-100_0.2-0.2C,532,5.0,0.5,1,3,4.2,-1,36900,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
MATR,MATR_b4c41.pkl,MATR_b4c41,997,1.1,0,1,2.0,3.5,-1,11733,29,1,Qdlin|charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
HUST,HUST_10-7.pkl,HUST_10-7,1783,1.1,0,1,2.0,3.6,-1,13402,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
RWTH,RWTH_035.pkl,RWTH_035,2153,1.85,0.2,0.8,3.5,3.9,-1,11314,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
HUST,HUST_2-7.pkl,HUST_2-7,2202,1.1,0,1,2.0,3.6,-1,8677,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
MATR,MATR_b4c44.pkl,MATR_b4c44,1077,1.1,0,1,2.0,3.5,-1,11114,29,1,Qdlin|charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
Tongji,Tongji2_CY45-05_1--26.pkl,Tongji2_CY45-05_1--26,853,3.5,0,1,2.5,4.2,-1,12504,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
RWTH,RWTH_018.pkl,RWTH_018,2244,1.85,0.2,0.8,3.5,3.9,-1,11046,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
MATR,MATR_b3c34.pkl,MATR_b3c34,1156,1.1,0,1,2.0,3.5,-1,10831,64,1,Qdlin|charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
Tongji,Tongji2_CY45-05_1--22.pkl,Tongji2_CY45-05_1--22,859,3.5,0,1,2.5,4.2,-1,12498,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
RWTH,RWTH_033.pkl,RWTH_033,2259,1.85,0.2,0.8,3.5,3.9,-1,11015,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
MATR,MATR_b4c19.pkl,MATR_b4c19,1111,1.1,0,1,2.0,3.5,-1,10924,61,1,Qdlin|charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
RWTH,RWTH_020.pkl,RWTH_020,2237,1.85,0.2,0.8,3.5,3.9,-1,11090,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
MATR,MATR_b4c18.pkl,MATR_b4c18,1057,1.1,0,1,2.0,3.5,-1,10571,50,1,Qdlin|charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
Tongji,Tongji2_CY45-05_1--14.pkl,Tongji2_CY45-05_1--14,863,3.5,0,1,2.5,4.2,-1,12818,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
HUST,HUST_6-5.pkl,HUST_6-5,2178,1.1,0,1,2.0,3.6,-1,8561,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
RWTH,RWTH_031.pkl,RWTH_031,2264,1.85,0.2,0.8,3.5,3.9,-1,11083,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
MATR,MATR_b1c27.pkl,MATR_b1c27,840,1.1,0,1,2.0,3.5,-1,11685,67,1,Qdlin|charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
RWTH,RWTH_017.pkl,RWTH_017,2279,1.85,0.2,0.8,3.5,3.9,-1,11036,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
Tongji,Tongji2_CY45-05_1--13.pkl,Tongji2_CY45-05_1--13,867,3.5,0,1,2.5,4.2,-1,12797,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
RWTH,RWTH_021.pkl,RWTH_021,2283,1.85,0.2,0.8,3.5,3.9,-1,10996,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
MATR,MATR_b4c35.pkl,MATR_b4c35,1131,1.1,0,1,2.0,3.5,-1,10621,35,1,Qdlin|charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
RWTH,RWTH_022.pkl,RWTH_022,2283,1.85,0.2,0.8,3.5,3.9,-1,11051,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
RWTH,RWTH_032.pkl,RWTH_032,2283,1.85,0.2,0.8,3.5,3.9,-1,11103,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
RWTH,RWTH_016.pkl,RWTH_016,2286,1.85,0.2,0.8,3.5,3.9,-1,10996,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
RWTH,RWTH_015.pkl,RWTH_015,2287,1.85,0.2,0.8,3.5,3.9,-1,11055,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
MATR,MATR_b1c17.pkl,MATR_b1c17,855,1.1,0,1,2.0,3.5,-1,11958,49,1,Qdlin|charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
MATR,MATR_b4c40.pkl,MATR_b4c40,1122,1.1,0,1,2.0,3.5,-1,10702,82,1,Qdlin|charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
HUST,HUST_9-5.pkl,HUST_9-5,2168,1.1,0,1,2.0,3.6,-1,9993,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
MATR,MATR_b4c24.pkl,MATR_b4c24,1115,1.1,0,1,2.0,3.5,-1,10802,94,1,Qdlin|charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
HUST,HUST_3-2.pkl,HUST_3-2,2283,1.1,0,1,2.0,3.6,-1,8928,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
HUST,HUST_1-3.pkl,HUST_1-3,1858,1.1,0,1,2.0,3.6,-1,13370,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
MATR,MATR_b3c18.pkl,MATR_b3c18,1144,1.1,0,1,2.0,3.5,-1,10724,64,1,Qdlin|charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
HUST,HUST_3-8.pkl,HUST_3-8,2342,1.1,0,1,2.0,3.6,-1,8281,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
ISU_ILCC,ISU-ILCC_G38C2.pkl,ISU-ILCC_G38C2,564,0.25,0,1,3.0,4.2,-1,52903,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
MATR,MATR_b1c28.pkl,MATR_b1c28,858,1.1,0,1,2.0,3.5,-1,11939,111,1,Qdlin|charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
MATR,MATR_b3c19.pkl,MATR_b3c19,1153,1.1,0,1,2.0,3.5,-1,11061,73,1,Qdlin|charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
MATR,MATR_b1c16.pkl,MATR_b1c16,860,1.1,0,1,2.0,3.5,-1,11902,16,1,Qdlin|charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
MATR,MATR_b1c25.pkl,MATR_b1c25,852,1.1,0,1,2.0,3.5,-1,12059,122,1,Qdlin|charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
RWTH,RWTH_014.pkl,RWTH_014,2309,1.85,0.2,0.8,3.5,3.9,-1,11081,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
ISU_ILCC,ISU-ILCC_G22C4.pkl,ISU-ILCC_G22C4,523,0.25,0,1,3.0,4.2,-1,58025,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
Tongji,Tongji2_CY45-05_1--24.pkl,Tongji2_CY45-05_1--24,888,3.5,0,1,2.5,4.2,-1,12499,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
HUST,HUST_1-5.pkl,HUST_1-5,1971,1.1,0,1,2.0,3.6,-1,12267,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
Tongji,Tongji2_CY45-05_1--28.pkl,Tongji2_CY45-05_1--28,884,3.5,0,1,2.5,4.2,-1,12491,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
