subset,cell,chemistry,flags,severity,knee_rank_spread,curv_rank_spread,knee_lifefrac_gap_obs_vs_proc,n_total,n_measured,n_extrapolated,extrap_frac,pchip_changed,eol_cycle,soh_first,soh_last,knee_curvature_max_lifefrac,knee_bilinear_lifefrac,knee_tangent_cross_lifefrac
ISU_ILCC,ISU-ILCC_G5C4.pkl,NMC,knee_rank_spread>=0.7,0.7817,0.7817,0.6783,0.0,334,334,0,0.0,0,334.0,1.1217027777777777,0.7877403333333333,0.07784431137724551,0.8962913369241416,0.7658634640635904
Tongji,Tongji1_CY45-05_1--17.pkl,NCA,curv_rank_spread>=0.7,0.7817,0.4418,0.7817,0.0,183,183,0,0.0,0,184.0,0.9594969634836936,0.7998446746227843,0.6847826086956522,0.4438005243609351,0.43748821931703574
Tongji,Tongji2_CY25-05_1--13.pkl,NMC,knee_rank_spread>=0.7,0.7814,0.7814,0.395,0.0,327,327,0,0.0,0,334.0,0.9090251779732842,0.7978706951163735,0.7664670658682635,0.18530978244515994,
Stanford_2,Stanford_Nova_Regular_116.pkl,NMC,curv_rank_spread>=0.7,0.78,0.0376,0.78,0.0,463,463,0,0.0,0,463.0,1.0156717772285144,0.7956427832444509,0.7429805615550756,0.7798734493200343,0.7307907379302281
Stanford_2,Stanford_Nova_Regular_105.pkl,NMC,curv_rank_spread>=0.7,0.7792,0.0445,0.7792,0.0,514,514,0,0.0,0,514.0,1.0373390590151153,0.7978266105055809,0.8190661478599222,0.8400103630995446,0.7483459631195911
Tongji,Tongji3_CY25-05_4--2.pkl,블렌드,curv_rank_spread>=0.7,0.7792,0.6012,0.7792,0.004,474,474,0,0.0,1,480.0,0.9945351005664058,0.798300423329644,0.51875,0.187820351758794,0.27187229045168576
ISU_ILCC,ISU-ILCC_G46C4.pkl,NMC,curv_rank_spread>=0.7,0.7758,0.5295,0.7758,0.0,522,522,0,0.0,0,522.0,1.001714595510897,0.799847236058709,0.8869731800766284,0.5471004447524981,0.7550016968131397
Tongji,Tongji1_CY25-05_1--1.pkl,NCA,knee_rank_spread>=0.7,0.7755,0.7755,0.4592,0.0,120,120,0,0.0,0,121.0,0.926448402620908,0.7944327992720346,0.0743801652892562,0.7988579259936044,0.8833029709431343
Tongji,Tongji3_CY25-05_4--3.pkl,블렌드,curv_rank_spread>=0.7,0.775,0.2233,0.775,0.008,457,457,0,0.0,1,463.0,0.9942535032641056,0.7980323277977428,0.2634989200863931,0.3000217068061691,0.3776358617679018
Tongji,Tongji1_CY45-05_1--12.pkl,NCA,knee_rank_spread>=0.7;curv_rank_spread>=0.7,0.7742,0.7263,0.7742,0.0,472,472,0,0.0,0,473.0,0.9561950036664112,0.7997307389199688,0.8477801268498943,0.30796370860645733,0.29368608863444967
ISU_ILCC,ISU-ILCC_G45C2.pkl,NMC,knee_rank_spread>=0.7,0.7725,0.7725,0.4783,0.0,498,498,0,0.0,0,498.0,0.996159531568931,0.7993008670110694,0.07630522088353414,0.8560684950858711,0.9248297390698123
ISU_ILCC,ISU-ILCC_G20C3.pkl,NMC,curv_rank_spread>=0.7,0.7717,0.631,0.7717,0.0,625,625,0,0.0,0,625.0,1.103100622222224,0.799817688888888,0.8064,0.3543011055276382,0.3211393770969261
ISU_ILCC,ISU-ILCC_G47C1.pkl,NMC,knee_rank_spread>=0.7,0.7701,0.7701,0.2467,0.0,998,998,0,0.0,0,998.0,1.0269060264112388,0.7995101458828462,0.06913827655310621,0.8519073322524447,0.6461924077508234
ISU_ILCC,ISU-ILCC_G14C3.pkl,NMC,curv_rank_spread>=0.7,0.7692,0.5311,0.7692,0.0,112,112,0,0.0,0,112.0,0.9785014691051084,0.7997859757470245,0.38392857142857145,0.1279567480258435,0.29493724231066104
ISU_ILCC,ISU-ILCC_G7C3.pkl,NMC,curv_rank_spread>=0.7,0.7692,0.5112,0.7692,0.0,1387,1387,0,0.0,0,1387.0,0.9855172857372568,0.7974748351825053,0.6914203316510454,0.3617670182201563,0.37392498669103125
ZN-coin,ZN-coin_437-2_20231227204712_04_1.pkl,MnO2,curv_rank_spread>=0.7,0.7692,0.1666,0.7692,0.0,1281,1281,0,0.0,0,1281.0,1.0,0.7995298092215201,0.08274785323965651,0.5385514614446157,
MATR,MATR_b2c46.pkl,LFP,curv_rank_spread>=0.7,0.7683,0.1149,0.7683,0.0,428,428,0,0.0,0,428.0,0.9751034545454546,0.7980858181818181,0.530373831775701,0.7839231202742686,0.7188082916122782
MATR,MATR_b4c13.pkl,LFP,curv_rank_spread>=0.7,0.7683,0.625,0.7683,0.0,771,771,0,0.0,0,771.0,0.9692220909090907,0.7997131363636363,0.11284046692607004,0.8318766334917128,0.7372122376453988
MATR,MATR_b4c28.pkl,LFP,curv_rank_spread>=0.7,0.7683,0.447,0.7683,0.0,828,828,0,0.0,0,828.0,0.9678836363636364,0.7989252181818182,0.32608695652173914,0.8479225839341636,0.7497506543421065
RWTH,RWTH_034.pkl,NMC,curv_rank_spread>=0.7;observed_vs_processed_kneefrac>=0.05,0.7675,0.4053,0.7675,0.1084,668,668,0,0.0,1,673.0,0.9540609472245589,0.7930457912208196,0.487369985141159,0.33014254033914003,0.3124699785595158
Stanford_2,Stanford_Nova_Regular_326.pkl,NMC,curv_rank_spread>=0.7,0.7675,0.5654,0.7675,0.0,523,523,0,0.0,0,523.0,1.0214732959866524,0.7988441735506058,0.12619502868068833,0.819942926871451,0.6992292712477156
Tongji,Tongji1_CY45-05_1--24.pkl,NCA,curv_rank_spread>=0.7,0.7675,0.6791,0.7675,0.0,330,330,0,0.0,0,331.0,0.9579340582681126,0.7997310208164766,0.7069486404833837,0.22930817228134634,0.2374737544539482
Tongji,Tongji1_CY25-05_1--14.pkl,NCA,knee_rank_spread>=0.7,0.7668,0.7668,0.22,0.0,161,161,0,0.0,0,162.0,0.9336160408866174,0.7968697556346491,0.06790123456790123,0.8456479930516783,
ISU_ILCC,ISU-ILCC_G51C4.pkl,NMC,curv_rank_spread>=0.7,0.7667,0.6589,0.7667,0.0,1046,1046,0,0.0,0,1046.0,1.0249963519403087,0.799929751966152,0.7820267686424475,0.2775757371945771,
ISU_ILCC,ISU-ILCC_G56C3.pkl,NMC,curv_rank_spread>=0.7,0.7667,0.1051,0.7667,0.0,1035,1035,0,0.0,0,1035.0,1.0053824026083207,0.799753094091072,0.07632850241545894,0.22135605564052147,0.29639483178875403
MATR,MATR_b4c39.pkl,LFP,knee_rank_spread>=0.7,0.7666,0.7666,0.6592,0.0,738,738,0,0.0,0,738.0,0.9533142727272726,0.7995977181818181,0.052845528455284556,0.811813130694121,0.7447508814776123
MATR,MATR_b3c11.pkl,LFP,knee_rank_spread>=0.7,0.7654,0.7654,0.64,0.0,816,815,1,0.001225,0,816.0,0.9709708181818181,0.8,0.05024509803921569,0.7876976795743422,0.7239740507504183
Tongji,Tongji3_CY25-05_1--1.pkl,블렌드,curv_rank_spread>=0.7,0.765,0.4059,0.765,0.004,486,486,0,0.0,1,492.0,0.9942969519236096,0.7980943637395296,0.25203252032520324,0.13168484699922375,0.3438443529631769
ISU_ILCC,ISU-ILCC_G6C4.pkl,NMC,knee_rank_spread>=0.7,0.764,0.764,0.16,0.0,3315,3315,0,0.0,0,3315.0,0.9760332854805865,0.7902140436684139,0.9067873303167421,0.2771025565231891,
Tongji,Tongji3_CY25-05_4--1.pkl,블렌드,curv_rank_spread>=0.7,0.7617,0.3749,0.7617,0.0,487,487,0,0.0,1,493.0,1.0001677377521705,0.7973613947693139,0.2515212981744422,0.15970420051576342,0.3043048512782069
MATR,MATR_b3c27.pkl,LFP,knee_rank_spread>=0.7,0.7593,0.7593,0.6008,0.0,848,848,0,0.0,0,848.0,0.9640155454545454,0.800022809090909,0.05070754716981132,0.7957185692614014,0.7352244311131488
Tongji,Tongji1_CY45-05_1--7.pkl,NCA,knee_rank_spread>=0.7;curv_rank_spread>=0.7,0.7593,0.7593,0.7483,0.0163,433,399,34,0.078522,0,449.0,0.9514780716551182,0.8,0.8129175946547884,0.2761032333157995,0.25345151173320035
MATR,MATR_b2c38.pkl,LFP,curv_rank_spread>=0.7,0.7592,0.1565,0.7592,0.0,464,464,0,0.0,0,464.0,0.9726815454545453,0.7981358909090908,0.4849137931034483,0.7838838589499221,0.7134499007599844
ISU_ILCC,ISU-ILCC_G30C3.pkl,NMC,knee_rank_spread>=0.7;curv_rank_spread>=0.7,0.7583,0.727,0.7583,0.0,673,673,0,0.0,0,673.0,0.9968181695101671,0.7996571034011596,0.8826151560178306,0.29401539644731833,0.3425055793092075
RWTH,RWTH_033.pkl,NMC,curv_rank_spread>=0.7;observed_vs_processed_kneefrac>=0.05,0.7583,0.669,0.7583,0.0642,736,736,0,0.0,1,740.0,0.9625790344518484,0.7988161699055513,0.6391891891891892,0.2096122504413962,0.3127549221040479
MATR,MATR_b4c43.pkl,LFP,knee_rank_spread>=0.7;curv_rank_spread>=0.7,0.7528,0.7528,0.7008,0.0,750,750,0,0.0,0,750.0,0.9468091818181819,0.7995569181818182,0.050666666666666665,0.7957500837520938,0.7254770948764988
ISU_ILCC,ISU-ILCC_G52C1.pkl,NMC,knee_rank_spread>=0.7,0.7522,0.7522,0.3575,0.0,611,611,0,0.0,0,611.0,0.9868657768977739,0.7992536279482378,0.08019639934533551,0.6553388875638422,0.8878089004642236
ZN-coin,ZN-coin_205-2_20231205230234_07_5.pkl,MnO2,knee_rank_spread>=0.7,0.7522,0.7522,0.5742,0.0,370,370,0,0.0,0,370.0,0.9996991203084002,0.798303931101142,0.6378378378378379,0.11846937389650958,
MATR,MATR_b2c39.pkl,LFP,curv_rank_spread>=0.7,0.7517,0.0357,0.7517,0.0,458,458,0,0.0,0,458.0,0.9804193636363636,0.7980327181818181,0.5873362445414847,0.7758673279059051,0.7144440469288629
RWTH,RWTH_019.pkl,NMC,curv_rank_spread>=0.7,0.75,0.1912,0.75,0.012,588,588,0,0.0,1,591.0,0.9540747741628088,0.7992254073395465,0.2656514382402707,0.3704138288736406,0.3290856972617611
SNL,SNL_18650_LFP_25C_0-100_0.5-3C_d.pkl,LFP,knee_rank_spread>=0.7,0.7499,0.7499,0.4017,0.008,3139,3139,0,0.0,1,3139.0,0.9654545454545455,0.7999999999999999,0.05160879260911118,0.3735664624492325,0.7394791347103779
RWTH,RWTH_037.pkl,NMC,curv_rank_spread>=0.7;observed_vs_processed_kneefrac>=0.05,0.7492,0.5368,0.7492,0.0763,681,681,0,0.0,1,685.0,0.9738893161851823,0.7978403112424884,0.5313868613138686,0.28998276051791805,0.2654381356069151
Stanford_2,Stanford_Nova_Regular_117.pkl,NMC,knee_rank_spread>=0.7,0.7489,0.7489,0.6342,0.0,576,576,0,0.0,0,576.0,1.023603416979313,0.795442486802737,0.07291666666666667,0.8480030360134004,0.7478264791706783
Tongji,Tongji3_CY25-05_1--3.pkl,블렌드,curv_rank_spread>=0.7,0.7483,0.4171,0.7483,0.0,474,474,0,0.0,1,480.0,0.9936922414410809,0.7974416004198674,0.25625,0.12376675041876048,0.2808293388417297
ISU_ILCC,ISU-ILCC_G31C2.pkl,NMC,knee_rank_spread>=0.7,0.7482,0.7482,0.5625,0.0,753,753,0,0.0,0,753.0,1.0033276064853869,0.7998786537101951,0.8618857901726428,0.24974140289762226,
Tongji,Tongji2_CY25-05_1--8.pkl,NMC,knee_rank_spread>=0.7,0.7474,0.7474,0.4875,0.0,244,244,0,0.0,0,249.0,0.9015693075380938,0.7972576234092876,0.6184738955823293,0.18299731589675283,0.016364891915981835
ISU_ILCC,ISU-ILCC_G45C4.pkl,NMC,knee_rank_spread>=0.7;curv_rank_spread>=0.7,0.7467,0.714,0.7467,0.0,545,545,0,0.0,0,545.0,0.9976241199722469,0.7991809797057597,0.908256880733945,0.3303766539117607,0.5417928476398536
ZN-coin,ZN-coin_427-1_20231205230153_03_7.pkl,MnO2,knee_rank_spread>=0.7,0.7461,0.7461,0.5425,0.0,21,21,0,0.0,0,21.0,0.9984878366028711,0.7968420176092302,0.7142857142857143,0.17731514716439342,
ISU_ILCC,ISU-ILCC_G19C1.pkl,NMC,curv_rank_spread>=0.7,0.7458,0.6939,0.7458,,410,410,0,0.0,0,410.0,0.9773464168952634,0.7987135331688355,0.6926829268292682,,0.21626535083540174
NA-ion,NA-ion_270040-5-6-34.pkl,미상,knee_rank_spread>=0.7,0.7456,0.7456,0.1767,0.0,131,131,0,0.0,0,131.0,0.8955192,0.7997468,0.061068702290076333,0.820975104530285,0.592747725470888
Stanford,Stanford_Nova_Regular_223.pkl,NMC,curv_rank_spread>=0.7,0.745,0.6718,0.745,0.0,886,886,0,0.0,0,886.0,1.025660832722982,0.7999115313092868,0.07223476297968397,0.8157860408135486,0.7008086014373281
Stanford_2,Stanford_Nova_Regular_223.pkl,NMC,curv_rank_spread>=0.7,0.745,0.6735,0.745,0.0,886,886,0,0.0,0,886.0,1.025660832722982,0.7999115313092868,0.07223476297968397,0.8157860408135486,0.7008086014373281
ISU_ILCC,ISU-ILCC_G4C2.pkl,NMC,knee_rank_spread>=0.7;curv_rank_spread>=0.7,0.7442,0.7218,0.7442,0.0,1552,1552,0,0.0,0,1552.0,1.001769659604615,0.7997741802172593,0.8672680412371134,0.2813678573278765,0.34052088067639835
RWTH,RWTH_045.pkl,NMC,curv_rank_spread>=0.7,0.7442,0.3133,0.7442,0.0241,640,640,0,0.0,1,644.0,0.9793925181415543,0.7999772042165642,0.23136645962732919,0.38236758325790454,0.20624522411148352
NA-ion,NA-ion_270040-4-1-48.pkl,미상,knee_rank_spread>=0.7,0.7436,0.7436,0.35,0.0,235,235,0,0.0,0,235.0,0.9179171,0.7998691,0.7957446808510639,0.22792259168181334,
ISU_ILCC,ISU-ILCC_G7C4.pkl,NMC,curv_rank_spread>=0.7,0.7433,0.3926,0.7433,0.0,1260,1260,0,0.0,0,1260.0,0.9967838687752574,0.7998862206072476,0.5452380952380952,0.4622361809045226,0.38995696645122896
NA-ion,NA-ion_270040-1-8-57.pkl,미상,curv_rank_spread>=0.7,0.7433,0.0874,0.7433,0.0166,290,240,50,0.172414,0,290.0,0.9049981,0.8054652231578948,0.05862068965517241,0.1591907814936753,0.2417971112431284
ISU_ILCC,ISU-ILCC_G28C4.pkl,NMC,curv_rank_spread>=0.7,0.7425,0.0,0.7425,,381,381,0,0.0,0,381.0,0.9889745394143198,0.7997801917095081,0.4251968503937008,,
MATR,MATR_b2c35.pkl,LFP,curv_rank_spread>=0.7,0.7408,0.1582,0.7408,0.0,462,462,0,0.0,0,462.0,0.9715651818181817,0.7994645818181818,0.48484848484848486,0.7838858796145229,0.700091296772432
Stanford_2,Stanford_Nova_Regular_205.pkl,NMC,curv_rank_spread>=0.7,0.7408,0.0335,0.7408,0.0,714,714,0,0.0,0,714.0,1.0463895897070568,0.7979173213243484,0.5378151260504201,0.7636480722942444,0.7119930751013228
MATR,MATR_b1c5.pkl,LFP,knee_rank_spread>=0.7,0.74,0.74,0.6517,0.0,1073,1072,1,0.000932,0,1073.0,0.978296909090909,0.8,0.06057781919850885,0.8197661185704852,0.7373194039156586
CALB,CALB_35_B229.pkl,NMC,knee_rank_spread>=0.7,0.7394,0.7394,0.3967,0.0,1171,1171,0,0.0,0,1171.0,1.0,0.8998754655720935,0.6208368915456874,0.14495191585596645,0.06849442833783673
Stanford,Stanford_Nova_Regular_205.pkl,NMC,curv_rank_spread>=0.7,0.7392,0.0336,0.7392,0.0,714,714,0,0.0,0,714.0,1.0463895897070568,0.7979173213243484,0.5378151260504201,0.7636480722942444,0.7119930751013228
MATR,MATR_b4c6.pkl,LFP,knee_rank_spread>=0.7,0.739,0.739,0.6158,0.0,706,706,0,0.0,0,706.0,0.9422953636363637,0.7994554818181818,0.053824362606232294,0.8078102979486669,0.7376799196336198
Stanford_2,Stanford_Nova_Regular_220.pkl,NMC,curv_rank_spread>=0.7,0.7375,0.1178,0.7375,0.0,736,736,0,0.0,0,736.0,1.030597525338332,0.7997820153832436,0.7948369565217391,0.807799186148132,0.7186037524113137
Tongji,Tongji1_CY45-05_1--23.pkl,NCA,curv_rank_spread>=0.7,0.7375,0.5475,0.7375,0.0,451,451,0,0.0,0,452.0,0.9572744641331843,0.7996796152773126,0.5287610619469026,0.2880886734557745,0.2535475181238776
MATR,MATR_b2c34.pkl,LFP,curv_rank_spread>=0.7,0.7367,0.6623,0.7367,0.0,498,498,0,0.0,0,498.0,0.9716826363636363,0.7999327545454545,0.05421686746987952,0.7798399628665416,0.7213956444230191
MATR,MATR_b3c26.pkl,LFP,knee_rank_spread>=0.7,0.7366,0.7366,0.5592,0.0,1026,1026,0,0.0,0,1026.0,0.9745623636363636,0.8002141909090909,0.050682261208576995,0.7755958153339799,0.7294746563596314
ISU_ILCC,ISU-ILCC_G10C1.pkl,NMC,curv_rank_spread>=0.7,0.7358,0.2359,0.7358,0.0,622,622,0,0.0,0,622.0,0.9870571788285171,0.7986836756493567,0.21221864951768488,0.23791061416406795,0.31303806414318114
NA-ion,NA-ion_270040-6-6-26.pkl,미상,curv_rank_spread>=0.7,0.7358,0.1821,0.7358,0.0,232,232,0,0.0,0,232.0,0.8971202,0.7995338,0.0603448275862069,0.356053976780454,0.4083578833868459
Stanford,Stanford_Nova_Regular_220.pkl,NMC,curv_rank_spread>=0.7,0.7358,0.116,0.7358,0.0,736,736,0,0.0,0,736.0,1.030597525338332,0.7997820153832436,0.7948369565217391,0.807799186148132,0.7186037524113137
MATR,MATR_b2c41.pkl,LFP,curv_rank_spread>=0.7,0.735,0.0995,0.735,0.0,428,428,0,0.0,0,428.0,0.9710953636363636,0.7996795363636363,0.633177570093458,0.7598588738082939,0.6996915313728135
XJTU,XJTU_2C_battery-6.pkl,NMC,curv_rank_spread>=0.7,0.735,0.0484,0.735,0.0,406,406,0,0.0,0,406.0,0.953,0.8,0.24876847290640394,0.47917543381934313,0.519240860812894
ISU_ILCC,ISU-ILCC_G20C2.pkl,NMC,curv_rank_spread>=0.7,0.7342,0.5983,0.7342,0.0,372,372,0,0.0,0,372.0,1.120103822222224,0.798405955555556,0.1693548387096774,0.8481479980547902,0.7437335586062974
Tongji,Tongji1_CY45-05_1--19.pkl,NCA,curv_rank_spread>=0.7,0.7333,0.6727,0.7333,0.0,334,334,0,0.0,0,336.0,0.958987854817941,0.7997101868255904,0.6547619047619048,0.2212461115099306,0.22275921148800173
ISU_ILCC,ISU-ILCC_G12C2.pkl,NMC,curv_rank_spread>=0.7,0.7325,0.4352,0.7325,0.0,795,795,0,0.0,0,795.0,0.988485617838541,0.7974671636894138,0.37358490566037733,0.2135533010966784,0.2417928535826448
MATR,MATR_b2c29.pkl,LFP,curv_rank_spread>=0.7,0.7325,0.0555,0.7325,0.0,497,497,0,0.0,0,497.0,0.9750039090909091,0.7992518454545454,0.5412474849094567,0.7718168306320335,0.7145232027618824
MATR,MATR_b2c44.pkl,LFP,curv_rank_spread>=0.7,0.7325,0.026,0.7325,0.0,455,455,0,0.0,0,455.0,0.9735336363636362,0.7997162818181818,0.5912087912087912,0.7678480313656193,0.712632359308781
CALCE,CALCE_CX2_38.pkl,LCO,knee_rank_spread>=0.7,0.7317,0.7317,0.6792,0.0,590,590,0,0.0,0,590.0,1.0022198553040118,0.7983634638724123,0.6372881355932203,0.14567157823013374,0.11527292703580841
SNL,SNL_18650_NCA_25C_20-80_0.5-0.5C_b.pkl,NCA,curv_rank_spread>=0.7,0.7317,0.4446,0.7317,0.0,976,976,0,0.0,1,976.0,1.0562499999999997,0.7999999999999998,0.8883196721311475,0.787654975698163,0.6206545036959248
ZN-coin,ZN-coin_436-3_20231227204657_03_7.pkl,MnO2,curv_rank_spread>=0.7,0.7317,0.2211,0.7317,,1232,1232,0,0.0,0,1232.0,1.0,0.7998484689988493,0.07954545454545454,,0.026418319774806576
MATR,MATR_b3c40.pkl,LFP,knee_rank_spread>=0.7,0.7311,0.7311,0.6208,0.0,795,794,1,0.001258,0,795.0,0.9630213636363636,0.8,0.050314465408805034,0.7796744729939005,0.7194928134964537
ISU_ILCC,ISU-ILCC_G4C4.pkl,NMC,curv_rank_spread>=0.7,0.7308,0.2937,0.7308,0.0,1123,1123,0,0.0,0,1123.0,1.0033970142406654,0.7992562497652944,0.2831700801424755,0.2574457326704762,0.33542739224024387
MATR,MATR_b3c4.pkl,LFP,knee_rank_spread>=0.7,0.7306,0.7306,0.5583,0.0,1046,1046,0,0.0,0,1046.0,0.9749786363636364,0.8000133272727271,0.05066921606118547,0.7796078864686723,0.7277706003297074
Tongji,Tongji3_CY25-05_1--2.pkl,블렌드,curv_rank_spread>=0.7,0.73,0.4182,0.73,0.0,463,463,0,0.0,1,469.0,0.9943268405098745,0.79806585327143,0.2622601279317697,0.1358616108259849,0.264937869319845
MATR,MATR_b3c29.pkl,LFP,knee_rank_spread>=0.7,0.7295,0.7295,0.6058,0.0,856,856,0,0.0,0,856.0,0.9694261818181817,0.8000664272727273,0.05023364485981308,0.7756392946038605,0.7176073867797389
ISU_ILCC,ISU-ILCC_G4C3.pkl,NMC,curv_rank_spread>=0.7,0.7292,0.5996,0.7292,0.0,1567,1567,0,0.0,0,1567.0,1.004768400014463,0.7931085429729532,0.7740906190172304,0.3335913774359995,0.3520710058845363
ISU_ILCC,ISU-ILCC_G21C4.pkl,NMC,knee_rank_spread>=0.7,0.729,0.729,0.185,0.0,536,536,0,0.0,0,536.0,1.118445155555556,0.797334133333332,0.09514925373134328,0.8680857646441161,0.7927288925645667
total_MICH,MICH_12H_pouch_NMC_45C_0-100_0.2-1.5C.pkl,NMC,knee_rank_spread>=0.7,0.7284,0.7284,0.6842,0.0,115,115,0,0.0,,115.0,0.9743999999999999,0.7982,0.8434782608695652,0.2592615250163863,
Stanford,Stanford_Nova_Regular_208.pkl,NMC,curv_rank_spread>=0.7,0.7283,0.3107,0.7283,0.0,629,629,0,0.0,0,629.0,1.0255917285879455,0.7971779132882755,0.7885532591414944,0.8560081808086538,0.6988949090619125
ISU_ILCC,ISU-ILCC_G41C2.pkl,NMC,knee_rank_spread>=0.7,0.7278,0.7278,0.6525,0.0,724,724,0,0.0,0,724.0,0.9981470621191858,0.7999087573979995,0.5994475138121547,0.1253303811877065,
ISU_ILCC,ISU-ILCC_G33C1.pkl,NMC,curv_rank_spread>=0.7,0.7275,0.5747,0.7275,0.0,1715,1715,0,0.0,0,1715.0,1.0123766605951463,0.7999662936100199,0.636734693877551,0.26525279458517076,0.30342750696913195
Stanford_2,Stanford_Nova_Regular_172.pkl,NMC,curv_rank_spread>=0.7,0.7275,0.3722,0.7275,0.0,578,578,0,0.0,0,578.0,1.0359096030394237,0.7974022378524145,0.3304498269896194,0.8158969588426562,0.7440527456165271
Stanford_2,Stanford_Nova_Regular_183.pkl,NMC,curv_rank_spread>=0.7,0.7275,0.2956,0.7275,0.0,573,573,0,0.0,0,573.0,1.0249889766176543,0.798787424961726,0.43455497382198954,0.8158997430433143,0.7348051592626518
ISU_ILCC,ISU-ILCC_G23C1.pkl,NMC,knee_rank_spread>=0.7,0.7267,0.7267,0.2517,0.0,499,499,0,0.0,0,499.0,1.112509511111112,0.791480444444444,0.10220440881763528,0.7958872518907162,0.9742714577660736
Stanford_2,Stanford_Nova_Regular_208.pkl,NMC,curv_rank_spread>=0.7,0.7267,0.3125,0.7267,0.0,629,629,0,0.0,0,629.0,1.0255917285879455,0.7971779132882755,0.7885532591414944,0.8560081808086538,0.6988949090619125
Tongji,Tongji1_CY45-05_1--9.pkl,NCA,knee_rank_spread>=0.7;curv_rank_spread>=0.7,0.7267,0.7235,0.7267,0.0243,436,399,37,0.084862,0,452.0,0.9553734101031593,0.8,0.8075221238938053,0.30009561079734964,0.2751211489622498
Stanford,Stanford_Nova_Regular_217.pkl,NMC,knee_rank_spread>=0.7,0.7265,0.7265,0.4142,0.0,640,640,0,0.0,0,640.0,1.0235800097386043,0.7979105537136396,0.1046875,0.8961424309045226,0.7435120536094794
Stanford_2,Stanford_Nova_Regular_217.pkl,NMC,knee_rank_spread>=0.7,0.7265,0.7265,0.4142,0.0,640,640,0,0.0,0,640.0,1.0235800097386043,0.7979105537136396,0.1046875,0.8961424309045226,0.7435120536094794
MATR,MATR_b3c24.pkl,LFP,curv_rank_spread>=0.7,0.725,0.3457,0.725,0.0,824,823,1,0.001214,0,824.0,0.9511574545454544,0.8,0.4077669902912621,0.8278473679074987,0.7304493797459428
MATR,MATR_b2c6.pkl,LFP,knee_rank_spread>=0.7,0.7247,0.7247,0.3917,0.0,510,510,0,0.0,0,510.0,0.9715809999999999,0.7998852818181817,0.050980392156862744,0.7918661937136664,0.6527350071863325
Tongji,Tongji2_CY25-05_1--10.pkl,NMC,knee_rank_spread>=0.7;observed_vs_processed_kneefrac>=0.05,0.7246,0.7246,0.4917,0.0733,249,199,50,0.200803,0,253.0,0.9106023726164506,0.8005751126024575,0.6086956521739131,0.13902119292112738,
MATR,MATR_b4c15.pkl,LFP,curv_rank_spread>=0.7,0.7225,0.5505,0.7225,0.0,675,675,0,0.0,0,675.0,0.9653680909090908,0.799575609090909,0.12296296296296297,0.8118369625907315,0.7375860552963243
Stanford_2,Stanford_Nova_Regular_270.pkl,NMC,knee_rank_spread>=0.7,0.7219,0.7219,0.2075,0.0,1252,1252,0,0.0,0,1252.0,1.0238470509648323,0.799277052283287,0.8650159744408946,0.5224922536002697,0.3002531891398836
ISU_ILCC,ISU-ILCC_G51C2.pkl,NMC,curv_rank_spread>=0.7,0.7217,0.4636,0.7217,0.0,1075,1075,0,0.0,0,1075.0,1.0154362608288854,0.7996456309079406,0.05023255813953489,0.4582933271006194,0.6153346412569729
Tongji,Tongji1_CY35-05_1--2.pkl,NCA,curv_rank_spread>=0.7,0.7217,0.4424,0.7217,0.0,384,384,0,0.0,0,401.0,0.9494373559855909,0.7948796689258201,0.32418952618453867,0.18448978057369142,0.1776283446631287
ISU_ILCC,ISU-ILCC_G50C1.pkl,NMC,knee_rank_spread>=0.7,0.721,0.721,0.0733,0.0,3158,3158,0,0.0,0,3158.0,0.9913222075031964,0.685573317206186,0.9496516782773907,0.4338476740892557,0.3554708793736364
MATR,MATR_b2c2.pkl,LFP,curv_rank_spread>=0.7,0.7208,0.1256,0.7208,0.0,437,437,0,0.0,0,437.0,0.9759446363636364,0.7993971181818181,0.6132723112128147,0.7678690937525154,0.6890144118670334
MATR,MATR_b2c30.pkl,LFP,curv_rank_spread>=0.7,0.7208,0.1348,0.7208,0.0,480,480,0,0.0,0,480.0,0.9702547272727271,0.7996864181818182,0.4666666666666667,0.7678213986599666,0.6943269116897994
Stanford_2,Stanford_Nova_Regular_177.pkl,NMC,curv_rank_spread>=0.7,0.7208,0.3781,0.7208,0.0,543,543,0,0.0,0,543.0,1.0333883265654247,0.7996047536532085,0.4548802946593002,0.8600571920375358,0.7571305468523238
MATR,MATR_b2c32.pkl,LFP,curv_rank_spread>=0.7,0.72,0.0738,0.72,0.0,518,518,0,0.0,0,518.0,0.9766062727272726,0.7986259454545453,0.528957528957529,0.7717981800896374,0.7145259421702573
ISU_ILCC,ISU-ILCC_G59C4.pkl,NMC,knee_rank_spread>=0.7,0.7185,0.7185,0.2192,0.0,2528,2528,0,0.0,0,2528.0,1.0181118265944273,0.7789638609769692,0.09651898734177215,0.8678914747789582,0.5759087115439868
NA-ion,NA-ion_270040-1-3-62.pkl,미상,curv_rank_spread>=0.7,0.7183,0.1614,0.7183,0.0327,225,175,50,0.222222,0,225.0,0.8806634,0.8115548868421051,0.06222222222222222,0.4001652707984367,0.39040276498323934
Stanford_2,Stanford_Nova_Regular_221.pkl,NMC,curv_rank_spread>=0.7,0.7183,0.2811,0.7183,0.0,596,596,0,0.0,0,596.0,1.0270781815052032,0.7984159514307976,0.7550335570469798,0.6673931739233079,0.6837777378541923
